"","zpid","time","price","week","dow","month","year","latitude","longitude","city","state","zipcode","neighborhood","region","locality","ad3","area","yearBuilt","lot","beds","bathFull","bathHalf","roomCount","floorSize","unitCount","stories","lastRemodelYear","solarPotential","zestimate","zestimateHighPercent","zestimateLowPercent","rentZestimate","taxEstimate","n_round"
"1057",11312119,2020-10-26,300000,44,"Monday",10,20,40.377007,-80.048415,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",91,8.2147358333823,3,2,0,7,7.43070708254597,0,3,1929,76.42,340700,7,6,2000,286800,69
"1058",11312190,2020-09-01,539000,36,"Tuesday",9,20,40.377122,-80.043045,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,11.780506865715,4,4,0,8,7.84737183615979,0,2,1920,78.02,626500,7,7,2893,455849,69
"1059",11312231,2020-06-30,450000,27,"Tuesday",6,20,40.375296,-80.044435,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,8.76483421433083,3,2,0,8,7.40853056689463,0,2,1920,74.82,534700,8,7,2671,401879,69
"1060",11312257,2020-09-23,315000,39,"Wednesday",9,20,40.377283,-80.037264,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.45467928602699,3,1,0,6,7.11639414409346,0,2,1940,92.42,280600,10,10,1495,236711,69
"1061",11312257,2020-02-22,180000,8,"Saturday",2,20,40.377283,-80.037264,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.45467928602699,3,1,0,6,7.11639414409346,0,2,1940,92.42,280600,10,10,1495,236711,69
"1062",11312385,2020-01-30,237000,5,"Thursday",1,20,40.3762,-80.034807,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",85,8.88086360986736,3,2,0,6,7.20934025660291,0,2,1935,46.82,290600,9,8,1550,285173,69
"1064",11312405,2020-08-13,200000,33,"Thursday",8,20,40.375944,-80.036168,"Pittsburgh","PA",15234,"Mount Lebanon","","","","Mount Lebanon",100,14.6708786236112,4,3,0,6,7.75233516330229,0,15,1920,77.22,532500,14,13,2930,481360,69
"1065",11312582,2020-08-07,900000,32,"Friday",8,20,40.383107,-80.064111,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",40,11.780506865715,5,5,0,9,8.02551638648901,0,2,1980,83.62,1055500,7,7,4174,780856,69
"1066",11312584,2020-06-08,290000,24,"Monday",6,20,40.383302,-80.063809,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",58,13.9399911150684,4,4,0,9,7.62559507213245,0,2,1962,38.82,721300,5,5,2875,591135,69
"1067",11312592,2020-09-29,255000,40,"Tuesday",9,20,40.382355,-80.063731,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",62,13.9399911150684,3,3,0,9,7.76514490293613,0,1,1958,81.22,292900,7,6,2500,408069,69
"1069",11312612,2020-09-16,216500,38,"Wednesday",9,20,40.382917,-80.053745,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",80,8.66681936537205,2,1,0,6,6.95654544315157,0,2,1940,90.82,250100,7,7,1350,238453,69
"1070",11312632,2020-04-17,400500,16,"Friday",4,20,40.383982,-80.054401,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",71,8.88183630500415,4,2,2,9,7.50878717063428,0,2,1949,92.42,484900,8,8,2496,348165,69
"1071",11312664,2020-10-19,255000,43,"Monday",10,20,40.382556,-80.05532,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,8.98719682066197,4,3,0,7,7.24636808010246,0,2,1955,78.02,290500,7,6,1950,326364,69
"1072",11312705,2020-08-26,268210,35,"Wednesday",8,20,40.383847,-80.050679,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",91,8.43944784279138,4,1,0,7,7.35308192051543,0,2,1929,90.02,310000,10,9,1800,275524,69
"1073",11312708,2020-12-11,270000,50,"Friday",12,20,40.383401,-80.05036,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.64488255255713,3,1,0,6,7.25981961036319,0,2,1930,90.02,299800,6,6,1695,285056,69
"1074",11312739,2020-08-25,270000,35,"Tuesday",8,20,40.384522,-80.052501,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.71078434046842,3,1,0,8,7.55171221535131,0,2,1930,82.02,440300,5,5,1850,323590,69
"1075",11312756,2020-03-31,253888,14,"Tuesday",3,20,40.383454,-80.051436,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,7.82404601085629,3,2,0,6,7.07157336421153,0,2,1949,90.02,212400,14,13,1450,159586,69
"1076",11312757,2020-03-31,253888,14,"Tuesday",3,20,40.38342,-80.051514,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,7.82404601085629,3,2,0,6,7.07157336421153,0,2,1949,90.02,210200,14,14,1550,160057,69
"1077",11312809,2020-03-12,300000,11,"Thursday",3,20,40.380488,-80.062583,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",59,14.2082551016631,4,3,0,8,7.6226639513236,0,1,1961,90.82,365800,9,8,2200,257995,69
"1078",11312824,2020-08-25,435250,35,"Tuesday",8,20,40.380374,-80.063684,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",57,8.90408691393897,5,2,1,9,7.6182510978767,0,2,1963,90.82,507200,7,7,2869,445301,69
"1079",11312854,2020-10-05,375000,41,"Monday",10,20,40.381728,-80.064538,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,14.2082551016631,3,4,0,7,7.72312009226633,0,2,1955,90.02,429200,7,6,2632,370951,69
"1080",11312896,2020-07-02,296939,27,"Thursday",7,20,40.380635,-80.059736,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",64,8.84000106584339,3,1,2,6,7.30921236569276,0,1,1956,90.82,352400,8,7,1900,317767,69
"1081",11312927,2020-07-29,334000,31,"Wednesday",7,20,40.380944,-80.057916,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",68,8.77955745588373,3,3,0,6,7.76811037852599,0,2,1952,67.62,394100,8,7,2400,345800,69
"1082",11312965,2020-05-08,358000,19,"Friday",5,20,40.380047,-80.057034,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",77,8.77955745588373,3,1,1,6,7.37274636640433,0,3,1943,90.82,434900,9,8,2000,320941,69
"1083",11312984,2020-07-17,235000,29,"Friday",7,20,40.382077,-80.056172,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",85,8.81729778386658,3,2,0,6,7.27931883541462,0,2,1935,92.42,276900,8,7,1695,272348,69
"1084",11313009,2020-03-11,310000,11,"Wednesday",3,20,40.381823,-80.054542,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",94,8.55641390456952,3,2,0,6,7.1608459066643,0,2,1926,89.22,378100,9,8,1695,282996,69
"1086",11313051,2020-11-13,370000,46,"Friday",11,20,40.381336,-80.056882,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",79,8.81729778386658,3,2,0,7,7.60190195987517,0,2,1941,91.62,415400,6,6,2300,360424,69
"1087",11313054,2020-06-26,350000,26,"Friday",6,20,40.381676,-80.057217,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,8.87556669199055,3,2,0,7,7.67275789664251,0,15,1950,92.42,416600,8,7,2400,385374,69
"1088",11313058,2020-05-01,273000,18,"Friday",5,20,40.380112,-80.049916,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.87360810154911,4,2,0,8,7.53262361878879,0,2,1930,76.42,329500,8,8,2100,306211,69
"1089",11313092,2020-07-17,315000,29,"Friday",7,20,40.381642,-80.049774,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,8.81729778386658,3,2,0,7,7.57865685059476,0,2,1925,91.62,372000,8,7,2310,371661,69
"1090",11313108,2020-11-23,349000,48,"Monday",11,20,40.380704,-80.052172,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",91,8.81759403627579,3,2,0,7,7.44541755670169,0,2,1929,20.42,390800,6,6,2000,341239,69
"1091",11313158,2020-04-03,308000,14,"Friday",4,20,40.378837,-80.063274,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",83,9.24280756211368,4,2,0,8,7.36581283720947,0,1,1937,91.62,374100,9,8,2300,426696,69
"1092",11313164,2020-05-05,139000,19,"Tuesday",5,20,40.379627,-80.064723,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",72,9.16722408090255,3,1,0,6,7.00124562206948,0,1,1948,89.22,167500,8,8,1350,187225,69
"1093",11313180,2020-09-16,183000,38,"Wednesday",9,20,40.379305,-80.065258,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",73,11.780506865715,3,2,0,7,7.11639414409346,0,2,1947,82.02,211900,7,7,1650,251098,69
"1094",11313211,2020-11-17,249000,47,"Tuesday",11,20,40.379457,-80.061491,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",63,8.73375513136489,3,2,0,7,7.48885295573346,0,1,1957,70.82,279800,6,6,1995,288425,69
"1095",11313219,2020-07-29,280700,31,"Wednesday",7,20,40.379386,-80.061668,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",64,8.73375513136489,3,2,0,7,7.34665516317654,0,1,1956,90.82,331200,8,7,1950,300980,69
"1096",11313240,2020-06-25,345000,26,"Thursday",6,20,40.378429,-80.059662,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",80,8.71931737550637,3,3,0,7,7.43838353004431,0,2,1940,92.42,411500,8,7,2509,394826,69
"1097",11313243,2020-03-13,215000,11,"Friday",3,20,40.378243,-80.059184,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,8.61250337122056,2,1,0,5,7.09007683577609,0,1,1950,92.42,261900,9,8,1350,249700,69
"1098",11313247,2020-06-26,258000,26,"Friday",6,20,40.377526,-80.058768,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",82,13.9777314430512,2,1,0,7,7.0184017990692,0,2,1938,65.22,306700,8,7,1500,237968,69
"1099",11313305,2020-06-03,270000,23,"Wednesday",6,20,40.37938,-80.058536,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",80,8.74049672993181,3,2,0,7,7.27100853828099,0,1,1940,20.42,342100,10,10,1950,301624,69
"1100",11313324,2020-08-18,442000,34,"Tuesday",8,20,40.379495,-80.055896,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",80,8.81729778386658,5,4,0,10,7.83834331555712,0,2,1940,79.62,516300,7,7,3031,624899,69
"1101",11313343,2020-04-24,335000,17,"Friday",4,20,40.378908,-80.053742,"Mt Lebanon","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,9.10497985631836,4,3,0,7,7.34601020991329,0,15,1940,20.42,405000,8,8,2000,348138,69
"1102",11313346,2020-02-07,277000,6,"Friday",2,20,40.378455,-80.054123,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",66,9.10497985631836,4,3,0,8,7.39264752072162,0,2,1954,76.42,339600,9,8,2150,363267,69
"1103",11313361,2020-07-17,358750,29,"Friday",7,20,40.37749,-80.056527,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",71,8.79860565085442,4,1,1,7,7.36518012602101,0,2,1949,68.42,424000,8,7,2100,339176,69
"1104",11313384,2020-08-07,295000,32,"Friday",8,20,40.379207,-80.057002,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,8.74033674273045,3,3,0,7,7.38212436573751,0,2,1951,82.02,341800,7,7,2125,353457,69
"1105",11313402,2020-02-11,410000,7,"Tuesday",2,20,40.377703,-80.049612,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",110,8.81729778386658,3,2,1,7,7.60090245954208,0,2,1910,91.62,502300,9,8,2350,319803,69
"1106",11313409,2020-12-14,255000,51,"Monday",12,20,40.377603,-80.050798,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",45,8.71193726820875,3,2,1,6,7.38523092306657,0,2,1975,76.42,282700,6,6,1600,219058,69
"1107",11313413,2020-05-28,125000,22,"Thursday",5,20,40.377895,-80.05016,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",104,8.85366542803745,1,1,0,4,7.51316354523408,0,2,1916,63.62,350000,11,11,1475,271464,69
"1108",11313415,2020-07-02,287000,27,"Thursday",7,20,40.378029,-80.049843,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,6.51471269087253,3,2,0,6,7.24422751560335,0,2,1920,87.62,340600,8,7,1500,265348,69
"1109",11313437,2020-12-10,400000,50,"Thursday",12,20,40.378778,-80.050587,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,8.81744592104187,3,1,1,7,7.70571282389443,0,2,1920,76.42,444300,6,6,2430,314762,69
"1110",11313473,2020-03-31,387000,14,"Tuesday",3,20,40.378443,-80.053436,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",96,9.10497985631836,5,3,0,8,7.78779687818117,0,25,1924,68.42,561800,12,10,3046,590689,69
"1111",11313476,2020-10-02,400000,40,"Friday",10,20,40.37773,-80.053323,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",83,9.10497985631836,3,2,0,7,7.39817409297047,0,2,1937,20.42,458100,7,6,2100,356020,69
"1113",11313492,2020-12-21,240000,52,"Monday",12,20,40.378282,-80.052105,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",94,14.115881781532,4,2,0,7,7.62559507213245,0,2,1926,90.02,265100,6,6,1850,306735,69
"1114",11313495,2020-12-04,195000,49,"Friday",12,20,40.377198,-80.065573,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,14.0491904070334,3,2,0,6,6.80461452006262,0,1,1953,89.22,291000,10,9,1600,283569,69
"1115",11313497,2020-02-10,547000,7,"Monday",2,20,40.377133,-80.064272,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",86,12.6278047261022,4,3,1,9,8.52237971810354,0,2,1934,66.82,670200,9,8,3904,759110,69
"1116",11313503,2020-04-03,215000,14,"Friday",4,20,40.376481,-80.062945,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.17812704961153,3,2,0,7,7.54855597916987,0,2,1950,80.42,261100,9,8,2250,399124,69
"1117",11313508,2020-10-14,355000,42,"Wednesday",10,20,40.376087,-80.063008,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",73,8.95312284032822,3,2,0,6,7.56008046502183,0,2,1947,20.42,405300,7,6,2300,395722,69
"1118",11313548,2020-12-10,590000,50,"Thursday",12,20,40.37648,-80.065378,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",82,14.6331382956283,4,2,2,7,8.05452260953729,0,2,1938,72.42,655400,6,6,4078,508530,69
"1119",11313554,2020-06-26,346000,26,"Friday",6,20,40.37577,-80.05904,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",63,9.28275405248523,4,1,2,7,7.82164312623998,0,2,1957,92.42,428300,10,10,2450,357639,69
"1120",11313581,2020-06-30,330000,27,"Tuesday",6,20,40.376216,-80.058857,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",81,9.06900719585954,2,2,0,7,7.70885960104718,0,15,1939,20.42,392000,8,7,2100,325469,69
"1121",11313595,2020-05-08,291000,19,"Friday",5,20,40.377287,-80.058542,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",75,8.85366542803745,3,2,0,6,7.18387071506245,0,15,1945,84.42,350300,8,8,1795,281388,69
"1122",11313623,2020-07-07,362500,28,"Tuesday",7,20,40.375707,-80.060218,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",83,9.04168500594604,4,3,0,7,7.81359155295243,0,2,1937,78.82,429500,8,7,2634,420281,69
"1123",11313627,2020-08-04,442500,32,"Tuesday",8,20,40.375236,-80.059654,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",86,14.1476304798466,3,2,0,7,7.40610338123702,0,2,1934,78.02,517800,7,7,2200,377666,69
"1124",11313633,2020-12-01,378500,49,"Tuesday",12,20,40.376632,-80.057559,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",84,8.79437027922287,3,2,0,8,7.27100853828099,0,2,1936,56.42,422400,6,6,2000,360907,69
"1125",11313676,2020-08-05,200000,32,"Wednesday",8,20,40.375152,-80.049529,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.47637119689598,4,2,1,5,7.34471905414967,0,2,1930,71.62,234700,7,7,1850,314417,69
"1126",11313679,2020-04-08,370000,15,"Wednesday",4,20,40.376179,-80.053434,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.60520406873895,3,3,0,6,7.54697411751653,0,2,1930,61.22,448900,8,8,2404,421373,69
"1129",11313834,2020-08-28,565900,35,"Friday",8,20,40.384278,-80.068378,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",56,14.3194807367733,4,2,1,8,7.92044650514261,0,2,1964,20.42,658700,7,7,3498,655616,69
"1130",11313846,2020-11-02,563500,45,"Monday",11,20,40.383484,-80.067901,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",38,15.0513424295139,3,3,1,9,8.06274790108635,0,1,1982,92.42,734900,12,10,2941,781836,69
"1131",11313857,2020-11-12,540000,46,"Thursday",11,20,40.383051,-80.066657,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",41,14.0491904070334,4,4,0,8,7.95226330865705,0,2,1979,90.02,608300,6,6,3243,601334,69
"1142",11314091,2020-10-28,202000,44,"Wednesday",10,20,40.380426,-80.067211,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",93,15.0126279173332,3,2,0,9,7.3132203870903,0,1,1927,89.22,229200,7,6,1694,240368,69
"1143",11314096,2020-01-17,485000,3,"Friday",1,20,40.381989,-80.066268,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",53,14.6331382956283,4,3,0,9,7.80506704425849,0,2,1967,88.42,569500,6,6,3218,718799,69
"1144",11314096,2020-11-10,505000,46,"Tuesday",11,20,40.381989,-80.066268,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",53,14.6331382956283,4,3,0,9,7.80506704425849,0,2,1967,88.42,569500,6,6,3218,718799,69
"1162",11314387,2020-07-07,396000,28,"Tuesday",7,20,40.376285,-80.08278,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",62,11.780506865715,4,4,0,9,7.59890045687141,0,2,1958,82.02,469000,8,7,2450,441365,69
"1163",11314392,2020-12-21,400500,52,"Monday",12,20,40.375526,-80.082069,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",61,8.88183630500415,4,2,0,9,7.40245152081824,0,15,1959,81.22,444100,6,6,1850,316282,69
"1167",11314433,2020-03-25,410765,13,"Wednesday",3,20,40.375312,-80.075182,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",41,14.1476304798466,3,3,0,8,7.61677580869837,0,1,1979,20.42,499700,9,8,2490,455944,69
"2192",11357503,2020-10-23,399900,43,"Friday",10,20,40.373339,-80.03049,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",84,8.69951474821019,4,2,0,7,7.58171964012531,0,15,1936,67.62,454700,7,6,2100,336705,69
"2193",11357521,2020-12-23,261000,52,"Wednesday",12,20,40.372453,-80.031488,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,8.69951474821019,3,1,2,6,7.1608459066643,0,2,1950,57.22,288000,6,6,1800,235240,69
"2195",11357549,2020-02-28,315000,9,"Friday",2,20,40.373307,-80.029022,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,8.80492526261806,3,2,0,6,7.36518012602101,0,15,1939,74.82,385000,9,8,1950,336264,69
"2196",11357564,2020-03-17,754950,12,"Tuesday",3,20,40.373731,-80.029165,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,13.9777314430512,4,3,0,9,8.04076899436758,0,2,1938,85.22,551500,15,14,2660,456567,69
"2197",11357587,2020-03-02,290000,10,"Monday",3,20,40.373831,-80.026236,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.69951474821019,2,1,1,6,7.35819375273303,0,2,1948,20.42,354200,9,8,1500,285890,69
"2198",11357601,2020-07-23,329000,30,"Thursday",7,20,40.374013,-80.028484,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.69951474821019,3,2,0,6,7.18387071506245,0,2,1940,68.42,387800,8,7,1500,283588,69
"2199",11357631,2020-07-31,322000,31,"Friday",7,20,40.373988,-80.026834,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,8.65329627440858,3,2,1,9,0,0,2,1938,92.42,378200,7,7,1750,345059,69
"2200",11357633,2020-03-06,334000,10,"Friday",3,20,40.374211,-80.026628,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,8.69951474821019,5,1,1,7,7.61381868480863,0,2,1938,75.62,406900,9,8,2000,344270,69
"2205",11357764,2020-08-17,127000,34,"Monday",8,20,40.37236,-80.032134,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.69951474821019,2,1,0,4,6.99025650049388,0,1,1949,20.42,148400,7,7,1249,205968,69
"2206",11357773,2020-09-29,390000,40,"Tuesday",9,20,40.372384,-80.030171,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,14.2928124896911,3,3,0,7,7.4730690880322,0,2,1938,20.42,448200,7,6,2195,379590,69
"2207",11357784,2020-12-23,335000,52,"Wednesday",12,20,40.371814,-80.032153,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",47,8.79860565085442,4,3,0,8,7.49554194388426,0,2,1973,20.42,369600,6,6,2200,362412,69
"2240",11358187,2020-04-17,480000,16,"Friday",4,20,40.373009,-80.048163,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",96,13.9399911150684,4,4,0,6,7.67322312112171,0,2,1924,92.42,581100,8,8,2988,510643,69
"2241",11358193,2020-09-24,310000,39,"Thursday",9,20,40.3728,-80.046742,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",92,14.0140990872221,5,3,0,6,7.71601526664259,0,3,1928,70.82,357000,7,6,2500,434595,69
"2242",11358210,2020-08-14,450000,33,"Friday",8,20,40.372942,-80.046336,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",89,14.2372426385363,3,2,0,7,7.9672801789422,0,15,1931,20.42,525500,7,7,2550,484244,69
"2243",11358225,2020-09-10,425000,37,"Thursday",9,20,40.374602,-80.049188,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",51,13.9007704019151,3,2,1,12,7.60090245954208,0,2,1969,86.82,492200,7,7,1981,360465,69
"2244",11358230,2020-10-09,150000,41,"Friday",10,20,40.374814,-80.047816,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",112,8.32312288758773,3,1,0,6,7.17930796950403,0,2,1908,92.42,253100,12,12,1500,179650,69
"2245",11358279,2020-08-28,628900,35,"Friday",8,20,40.372953,-80.044523,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,14.7249458448814,4,5,0,7,7.91425227874244,0,2,1925,92.42,731300,7,7,3869,633842,69
"2246",11358286,2020-12-04,691250,49,"Friday",12,20,40.372833,-80.044796,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",92,14.707246267782,4,3,0,8,7.83439230291044,0,2,1928,65.22,770200,6,6,3486,610274,69
